ChartDate	ChartGUID	ChartName	CategoryName	SeriesName	All	גברים	נשים	עד 29	30-44	45-59	60 פלוס	חיפה וצפון	מרכז	תל אביב	ים ויוש	דרום	חילוני	מסורתי	דתי	חרדי	מתחת לממוצע	ממוצע	מעל לממוצע	תיכונית ומטה	על תיכונית	אקדמאית
10-12-2015	מדד המנהיגים	מדד המנהיגים	בנימין נתניהו	מרוצים	0.28322643529578906	0.44235278107587983	0.21761066829256706	0.27449107337815803	0.27190128711534967	0.4221922999642464	0.40217922475130763	0.288301420584321	0.17424810531762058	0.4618800002208445	0.496217375920794	0.46320450518281314	0.21617895338590828	0.2482854252805707	0.30660325222997925	0.5706628412357532	0.301343839560706	0.41693858116948046	0.48184416382253065	0.3351962684977526	0.2172890515239679	0.26872653103782795
10-12-2015	מדד המנהיגים	מדד המנהיגים	בנימין נתניהו	לא מרוצים	0.6787262973115309	0.8727232652231453	0.5663288940678264	0.7688443984679907	0.6648569896113422	0.7731765278647712	0.9619575691405428	0.5985568244755268	0.8252731619562407	0.4371671742461954	0.4053710876430943	0.3072611669767413	0.47518409197347744	0.5983617308205862	0.5121419836068526	0.5499644747469574	0.538740297024278	0.55264413306803	0.5445467546954936	0.6332011385271441	0.8510142234092186	0.34448346788121853
10-12-2015	מדד המנהיגים	מדד המנהיגים	בנימין נתניהו	אין דעה	0.023604320340850506	0.01723733300455146	0.061073014236227255	0.04561090623064956	0.02643799775764037	0.018101569506035968	0.02769716065881438	0.023353771083056928	0.04154934939706553	0.014259695953242746	0.022721693771373026	0.021200017031002678	0.03642476673244498	0.04103441499968301	0.034454007569001986	0.06482822197722271	0.059412249521878686	0.057254123182935455	0.006228517487858898	0.0315383797458136	0.04648784580565761	0.014871066901832819
10-12-2015	מדד המנהיגים	מדד המנהיגים	יאיר לפיד	מרוצים	0.48339315393044213	0.42163538396104006	0.19505264424348562	0.313126793858828	0.18586633192366567	0.1695143505500502	0.36434260511305183	0.2444613328054547	0.5395279894147423	0.24343103215900988	0.11727371890600392	0.2036218962748535	0.269172368658781	0.3849380785070911	0.23611589644278866	0	0.3214567130089265	0.4248439269548536	0.5687092801786863	0.28199959864336827	0.428050993970637	0.19670285873289686
10-12-2015	מדד המנהיגים	מדד המנהיגים	יאיר לפיד	לא מרוצים	0.4885002007859027	0.43628183931094777	0.8331085095962969	0.3717292228175211	0.3409021419712519	0.4021580378259515	0.2959650006420658	0.49972507888823753	0.5190919304161005	0.9111234715000948	0.8298203371597734	0.5708704995922744	0.693309840373476	0.4360619450804939	0.716109606056125	0.5531485964544117	0.6755259966437906	0.6652856536975078	0.5452376880339995	0.6704073469640358	0.8142116413465108	0.4588942045610207
10-12-2015	מדד המנהיגים	מדד המנהיגים	יאיר לפיד	אין דעה	0.12249201012125478	0.0786988873249928	0.13207046944518339	0.1328665023393114	0.17374433959034194	0.05042646547823139	0.08817591758076443	0.05938639884628355	0.07417760048114762	0.06064107089812423	0.09887783164440632	0.1673790643340908	0.03912844166969894	0.08732777715428942	0.07202467194292694	0.06012031014543027	0.09776130744429434	0.07459037150968564	0.026472431528285566	0.04522780013784523	0.05758378302783824	0.054466650254155986
10-12-2015	מדד המנהיגים	מדד המנהיגים	יצחק הרצוג	מרוצים	0.10181109795034705	0.06412091574714587	0.18983747406248755	0.09932961130107287	0.05150788776003443	0.13476287848661644	0.12427344276511576	0.08911764417961239	0.14728756912018076	0.10517562506720424	0.05452114114873001	0.12635720548606086	0.1726948064432185	0.10223949052247316	0.08490276237716898	0.06382982932263985	0.14828676658193493	0.12815888660768607	0.11424971261458909	0.20711157997823443	0.17266770669641848	0.1156180160831214
10-12-2015	מדד המנהיגים	מדד המנהיגים	יצחק הרצוג	לא מרוצים	0.7068922077287981	1.027129942057087	0.4187090455352633	1.1059066134039313	1.0480486264881144	0.9044133193749515	0.7243843002568308	0.9541747239865361	0.759768535762518	0.670178935938576	0.6061006992702459	0.8029648718045521	0.3934201754575368	0.6725221930881318	1.0006035073427484	0.7479614249139558	0.774314127932549	0.8490316669676816	0.42659813476251074	0.6024747086154801	0.3722238739507851	0.8599238228052855
10-12-2015	מדד המנהיגים	מדד המנהיגים	יצחק הרצוג	אין דעה	0.09269594466153777	0.05027527957962709	0.14505650307345816	0.16486388473640545	0.1803201187402409	0.15267245246157365	0.07904564897188437	0.17238895993679762	0.038415206082490834	0.09613734160046396	0.09797110299775692	0.2239974586176686	0.07232363275489123	0.1243639618003369	0.1406561172072543	0.08411562305409462	0.08042065010522492	0.22467044456425408	0.08487577045161743	0.16810843117135224	0.19393649889389053	0.04666337918500841
10-12-2015	מדד המנהיגים	מדד המנהיגים	נפתלי בנט	מרוצים	0.2526076066175695	0.39285593429036	0.3596746820694879	0.316132501247921	0.2134848805687731	0.2085309804650194	0.15806047461228445	0.156889119470492	0.38794228810065845	0.18517381671470493	0.6719353807249675	0.28888647984713317	0.22998246328799843	0.2813014495513249	0.6533831157634268	0.2301631395239383	0.2505344948431848	0.25889422025756476	0.49679380284482627	0.24064159314987177	0.25882837319954777	0.4543646683334373
