ChartDate	ChartGUID	ChartName	CategoryName	SeriesName	All	גברים	נשים	עד 29	30-44	45-59	60 פלוס	חיפה וצפון	מרכז	תל אביב	ים ויוש	דרום	חילוני	מסורתי	דתי	חרדי	מתחת לממוצע	ממוצע	מעל לממוצע	תיכונית ומטה	על תיכונית	אקדמאית
09-12-2015	מדד המנהיגים	מדד המנהיגים	בנימין נתניהו	מרוצים	0.42586394573125164	0.18648361076523456	0.36399871402811684	0.2335716084417072	0.40776250891822396	0.2589390239766842	0.3251208256042446	0.25427251353859903	0.33323877487154446	0.24180175314540975	0.26192834862188075	0.3711363247860915	0.09923573820322591	0.5634294050500924	0.28863936793059114	0.6367516393773258	0.48693715885963956	0.33700329751723673	0.4721628169365958	0.26469136621725026	0.4170257801425701	0.42146743196935854
09-12-2015	מדד המנהיגים	מדד המנהיגים	בנימין נתניהו	לא מרוצים	0.7893413186527795	0.5161417068086827	0.9375903851968084	0.3105506914016587	1.0229342496745855	0.5685585207406615	0.7018160468074272	0.8386847625672817	0.6270832824610483	0.4240189089697259	0.5078893160402449	0.2972463880674474	0.6989730924077975	0.506058947924619	0.25443390909349545	0.2876754801836796	0.41953694082863474	0.9360626086926815	0.7673560613306518	0.7551224047253121	0.8154855715602208	0.7252625528199133
09-12-2015	מדד המנהיגים	מדד המנהיגים	בנימין נתניהו	אין דעה	0.028480920907012448	0.029162901404254125	0.054297020804960315	0.0761158929017256	0.014239041435859483	0.029769271262470542	0.031245281274393334	0.022095174100250005	0.03326700556174802	0.013741963129100886	0.053194276871509245	0.020895991925116934	0.03554874373624622	0.04756145207722795	0.028756755124777558	0.0791695930995047	0.04453724760224131	0.03810885757894713	0.009448269645694158	0.05313027657382582	0.02672725458741334	0.022631518659181893
09-12-2015	מדד המנהיגים	מדד המנהיגים	יאיר לפיד	מרוצים	0.4308222678364109	0.17421990293457223	0.3082216713184225	0.15780889167217538	0.3824791191386279	0.3047738030034623	0.605540101765655	0.4736362280845642	0.44022396844687145	0.4394424447741536	0.13053189871961152	0.24683686101343483	0.47374644533244065	0.26440713299554897	0.11077315064612776	0	0.3776767625829123	0.19912821810647943	0.24125264694969517	0.35106352725858814	0.32120135924302723	0.2777520802774234
09-12-2015	מדד המנהיגים	מדד המנהיגים	יאיר לפיד	לא מרוצים	0.4574553625909857	0.48915398397548565	0.34165003342702593	0.6920299182238523	0.6322535856612498	0.49982678475486436	0.3988605769036885	0.5655926990509034	0.5724444893469	0.31532368060648713	0.8960208491096876	0.4369736636057496	0.38925155364196257	0.3792976809534373	0.8887253971974133	0.5275666950037703	0.36157001637190167	0.6198104722707777	0.31194260786486877	0.5927973099476278	0.7551453381862643	0.35717595927310447
09-12-2015	מדד המנהיגים	מדד המנהיגים	יאיר לפיד	אין דעה	0.06910266923972012	0.06768899274074422	0.129288090525938	0.06692971578013385	0.06623549925296615	0.031236536938853792	0.057192472968504646	0.1367207425646484	0.08166482708371868	0.03130581504565717	0.06986853233456405	0.20426464495249091	0.06450597987463347	0.13650217022193292	0.10491997620556504	0.06722191122826189	0.05278002540298071	0.09420041948781402	0.03303233976708318	0.10085283825957121	0.07504171308468796	0.044537988177386544
09-12-2015	מדד המנהיגים	מדד המנהיגים	יצחק הרצוג	מרוצים	0.09435275372652076	0.1396553286576299	0.10756532771133596	0.16011622832957073	0.08589846491901511	0.07793741694461448	0.2674503177695442	0.2080610542744398	0.06476562086018071	0.1826508434896823	0.052390051326283035	0.17152813282443616	0.18865626509120317	0.1403480559221866	0.15640903153689578	0.07818228345131502	0.0686773287895467	0.08279426586813221	0.06152110479281265	0.20227095671893788	0.1506794459078954	0.16182401059850035
09-12-2015	מדד המנהיגים	מדד המנהיגים	יצחק הרצוג	לא מרוצים	0.907369665959765	1.0092789793969548	0.8172576574603442	0.7779693399206735	0.6056234401209812	0.8949575120282968	0.5962219008079179	0.9099972517974674	0.9761065867531221	0.4505046075923624	1.0631839032103263	0.9865401130023966	0.8002071846365257	0.4862618611632459	0.7956996185006574	0.600451326475013	0.8577659580079745	0.8683099555702973	1.0699728280388061	0.6755934319603798	0.6660280302225995	0.40680196899920706
09-12-2015	מדד המנהיגים	מדד המנהיגים	יצחק הרצוג	אין דעה	0.10299410572634973	0.09377350955030993	0.1444540606526392	0.18243103592612897	0.09624826094027697	0.09798920404481726	0.0778086561080823	0.19906531296670438	0.051275245993145174	0.10657650734896217	0.20992731239241386	0.162280276149977	0.07048451211256646	0.08861310722746707	0.11729831174598075	0.11767847670707852	0.09743818937567994	0.16920314013435503	0.09159766216180287	0.07844553980591949	0.1239668175985571	0.09660457612491283
09-12-2015	מדד המנהיגים	מדד המנהיגים	נפתלי בנט	מרוצים	0.2247901814707938	0.4151294344539723	0.3683414180189005	0.29374300687777577	0.3620607255748175	0.32786806172543553	0.2054347211960703	0.2810734547786415	0.18625626874943516	0.17895233196352814	0.2680706248548556	0.2501848107203841	0.09468160933381671	0.23920426766471597	0.5686726276529953	0.30986181151820347	0.23759577645915864	0.25340993813844487	0.20953771032935076	0.40892400511417054	0.30712891194492226	0.2673554279492237
