ChartDate	ChartGUID	ChartName	CategoryName	SeriesName	All	גברים	נשים	עד 29	30-44	45-59	60 פלוס	חיפה וצפון	מרכז	תל אביב	ים ויוש	דרום	חילוני	מסורתי	דתי	חרדי	מתחת לממוצע	ממוצע	מעל לממוצע	תיכונית ומטה	על תיכונית	אקדמאית
01/12/2015	מדד המנהיגים	מדד המנהיגים	בנימין נתניהו	מרוצים	0.331349206	0.365079365	0.297619048	0.390625	0.292682927	0.362068966	0.28125	0.32	0.247863248	0.3125	0.445544554	0.383333333	0.156950673	0.422360248	0.525	0.55	0.350961538	0.292929293	0.340277778	0.42384106	0.294642857	0.2875
01/12/2015	מדד המנהיגים	מדד המנהיגים	בנימין נתניהו	לא מרוצים	0.634920635	0.615079365	0.654761905	0.5390625	0.68902439	0.612068966	0.697916667	0.64	0.717948718	0.666666667	0.514851485	0.583333333	0.816143498	0.540372671	0.45	0.375	0.600961538	0.666666667	0.652777778	0.536423841	0.660714286	0.6875
01/12/2015	מדד המנהיגים	מדד המנהיגים	בנימין נתניהו	אין דעה	0.033730159	0.01984127	0.047619048	0.0703125	0.018292683	0.025862069	0.020833333	0.04	0.034188034	0.020833333	0.03960396	0.033333333	0.02690583	0.037267081	0.025	0.075	0.048076923	0.04040404	0.006944444	0.039735099	0.044642857	0.025
01/12/2015	מדד המנהיגים	מדד המנהיגים	יאיר לפיד	מרוצים	0.323412698	0.341269841	0.305555556	0.265625	0.298780488	0.275862069	0.5	0.352	0.452991453	0.333333333	0.158415842	0.25	0.381165919	0.403726708	0.1625	0	0.254807692	0.333333333	0.430555556	0.331125828	0.285714286	0.3375
01/12/2015	מדד המנהיגים	מדד המנהיגים	יאיר לפיד	לא מרוצים	0.589285714	0.583333333	0.595238095	0.640625	0.585365854	0.672413793	0.427083333	0.544	0.478632479	0.614583333	0.752475248	0.6	0.556053812	0.48447205	0.7375	0.9	0.658653846	0.565656566	0.527777778	0.589403974	0.607142857	0.579166667
01/12/2015	מדד המנהיגים	מדד המנהיגים	יאיר לפיד	אין דעה	0.087301587	0.075396825	0.099206349	0.09375	0.115853659	0.051724138	0.072916667	0.104	0.068376068	0.052083333	0.089108911	0.15	0.062780269	0.111801242	0.1	0.1	0.086538462	0.101010101	0.041666667	0.079470199	0.107142857	0.083333333
01/12/2015	מדד המנהיגים	מדד המנהיגים	יצחק הרצוג	מרוצים	0.123015873	0.115079365	0.130952381	0.109375	0.091463415	0.129310345	0.1875	0.152	0.111111111	0.15625	0.059405941	0.133333333	0.139013453	0.111801242	0.125	0.075	0.129807692	0.111111111	0.118055556	0.152317881	0.116071429	0.108333333
01/12/2015	מדד המנהיגים	מדד המנהיגים	יצחק הרצוג	לא מרוצים	0.757936508	0.793650794	0.722222222	0.75	0.774390244	0.767241379	0.729166667	0.688	0.820512821	0.760416667	0.792079208	0.716666667	0.766816143	0.751552795	0.7125	0.825	0.745192308	0.717171717	0.819444444	0.735099338	0.696428571	0.8
01/12/2015	מדד המנהיגים	מדד המנהיגים	יצחק הרצוג	אין דעה	0.119047619	0.091269841	0.146825397	0.140625	0.134146341	0.103448276	0.083333333	0.16	0.068376068	0.083333333	0.148514851	0.15	0.094170404	0.136645963	0.1625	0.1	0.125	0.171717172	0.0625	0.112582781	0.1875	0.091666667
01/12/2015	מדד המנהיגים	מדד המנהיגים	נפתלי בנט	מרוצים	0.319444444	0.353174603	0.285714286	0.4296875	0.304878049	0.327586207	0.1875	0.264	0.307692308	0.229166667	0.455445545	0.4	0.179372197	0.385093168	0.6125	0.25	0.322115385	0.313131313	0.340277778	0.350993377	0.258928571	0.325
01/12/2015	מדד המנהיגים	מדד המנהיגים	נפתלי בנט	לא מרוצים	0.632936508	0.611111111	0.654761905	0.515625	0.634146341	0.646551724	0.770833333	0.664	0.64957265	0.739583333	0.495049505	0.566666667	0.784753363	0.559006211	0.3375	0.675	0.625	0.636363636	0.645833333	0.609271523	0.669642857	0.633333333
