ChartDate	ChartGUID	ChartName	CategoryName	SeriesName	All	גברים	נשים	עד 29	30-44	45-59	60 פלוס	חיפה וצפון	מרכז	תל אביב	ים ויוש	דרום	חילוני	מסורתי	דתי	חרדי	מתחת לממוצע	ממוצע	מעל לממוצע	תיכונית ומטה	על תיכונית	אקדמאית
05-12-2015	מדד המנהיגים	מדד המנהיגים	בנימין נתניהו	מרוצים	0.30615477143380426	0.5154326563164452	0.29660038434381614	0.3319399480460561	0.2472610769463963	0.5039011867017125	0.3858635427823174	0.31108351550996305	0.2733980960996689	0.29305609372386243	0.3310365154998247	0.21739013713973138	0.196463978622497	0.27740425876939623	0.27477476765052417	0.5614434975199402	0.5227527149633471	0.3188168497848356	0.3296558113218128	0.3283063782286706	0.18147575941251634	0.38997748895490075
05-12-2015	מדד המנהיגים	מדד המנהיגים	בנימין נתניהו	לא מרוצים	0.6131743769085245	0.6767566066280457	0.9265862906622225	0.40173661060543964	0.9753846694774968	0.38312078724677673	0.8961036503423321	0.9233813036978245	0.7400665197763506	0.6289347951961589	0.497241208887159	0.4736608047203262	0.529844403818777	0.36191958932069285	0.542782740178518	0.3426160148810595	0.3232593274019503	0.6679078977169286	0.7014593027087275	0.6060543095972507	0.5249262258984068	0.7812139930465491
05-12-2015	מדד המנהיגים	מדד המנהיגים	בנימין נתניהו	אין דעה	0.04020461120740457	0.02696029126633032	0.0365333332764516	0.090842095663902	0.01175162830922451	0.035565753749639814	0.028451778014766827	0.03579707195051014	0.03468362278627575	0.020183638642501136	0.051663740344158805	0.028107118364301305	0.016941608520085222	0.04676265484266127	0.035552027734229344	0.05178005690686405	0.0312847133713375	0.035264402030711156	0.006247561903092192	0.04628515300712385	0.030702820311206178	0.03586648227646947
05-12-2015	מדד המנהיגים	מדד המנהיגים	יאיר לפיד	מרוצים	0.39778545330471177	0.25757527239728584	0.23280062812559568	0.36800389529162203	0.2169879960027024	0.2449761768788075	0.38064369885250926	0.4989465525895357	0.5410986406568038	0.4601712053075696	0.19927573016604	0.2568577416241169	0.41619928674766904	0.26992264957974416	0.14120271949796007	0	0.12947668456687927	0.45232188198497186	0.2433336284195127	0.4903798531680728	0.2565955600074122	0.3358862375520403
05-12-2015	מדד המנהיגים	מדד המנהיגים	יאיר לפיד	לא מרוצים	0.7207632343839766	0.6456231858462099	0.5717122571617578	0.5390707221922639	0.685924876336253	0.5712149795390015	0.40185226364139	0.7328412542790175	0.5908362235889423	0.8233250853127302	0.3825184746230445	0.7316695380024612	0.5254811682563695	0.5716672927936556	0.4537541140831309	0.5741845752345398	0.7444719436749199	0.8360845743665389	0.7028689175738038	0.6278998833127868	0.7438521629411575	0.7336528382450809
05-12-2015	מדד המנהיגים	מדד המנהיגים	יאיר לפיד	אין דעה	0.06343288816188875	0.08919804837148611	0.08467108313314312	0.07024573912349297	0.13517836818492115	0.04454553932078191	0.08958646448896489	0.14422577461786568	0.09162250188786798	0.0691510569898971	0.09994392875247546	0.12775978425052018	0.08595663001881242	0.16516929251553122	0.11919041560031474	0.06272752294316888	0.12397793607524264	0.09070871154707869	0.036727803393412466	0.09803066353271271	0.05677742446087566	0.10035210375036827
05-12-2015	מדד המנהיגים	מדד המנהיגים	יצחק הרצוג	מרוצים	0.08123164959515712	0.15388605427212587	0.17441045073759412	0.10416612065819209	0.07470875361680435	0.07527896306470849	0.15216175111709163	0.19610683357156813	0.16289376787487908	0.20456977716094116	0.07520485645152122	0.09584178627412145	0.12145620660737115	0.1285968396429054	0.13993688527261838	0.08340129194548353	0.1683268234589921	0.09428716097428974	0.17334631466917227	0.11123209328130089	0.14698736719078087	0.07719266556394527
05-12-2015	מדד המנהיגים	מדד המנהיגים	יצחק הרצוג	לא מרוצים	0.6072140642819273	0.7715013201254326	0.8093433475296186	1.066196272673551	0.658064533645998	0.9489679110657139	0.6899859763508572	0.5120729455500841	0.7830052181760401	1.003572944751522	0.7565734445846324	1.0282880242884864	1.0197207049692443	0.836996680047623	0.9563481766032055	1.0269979270349723	0.925913207920855	0.8053721253421637	0.7078779789744398	0.5966223942844674	0.7092236574682131	0.6602809073403478
05-12-2015	מדד המנהיגים	מדד המנהיגים	יצחק הרצוג	אין דעה	0.0791982859278043	0.0999799324957832	0.16455077016263508	0.15556310275860596	0.10101307440214863	0.14116862966586038	0.061729249394537465	0.19879650451242925	0.0980549860351538	0.05442141281247928	0.17378192395834433	0.12150224824436008	0.11445996125837564	0.16708242939180623	0.09174645415332634	0.1264739583944902	0.06308509191148914	0.1538390806432533	0.06937119495705701	0.06128344773759429	0.16494365080143325	0.11209015865281638
05-12-2015	מדד המנהיגים	מדד המנהיגים	נפתלי בנט	מרוצים	0.1829416967498012	0.38009041038192065	0.41404037145791406	0.6109630165519775	0.3559062646839611	0.40147015183659024	0.2198815257725073	0.3860007041785866	0.17603813329978443	0.2206314838217807	0.4380331081473876	0.4746775810606778	0.12033896387214334	0.2744343006759499	0.7889084483933403	0.3430918194935657	0.4418529837727192	0.2630513241690838	0.33151864669004555	0.5169866646439402	0.33651008025392015	0.3070569610747043
